,index,record_name,record_name_2,ref_code,ref_name,ref_unit
1910,1926,Профнастил НС44 Оц. 0.7 мм,Профнастил НС44 ral 5005 синий 0.7 мм 1000х6000мм,24.33.20.000.08.3.09.01-0083-000,"Профнастил оцинкованный С8-1150-0,7",м2
1911,1927,Профнастил оц. Н 75-750-0.80  Zn,"Профнастил Н75 600, 0.8мм, оцинкованный",24.33.20.000.08.3.09.01-0083-000,"Профнастил оцинкованный С8-1150-0,7",м2
1912,1928,Профнастил оц. Н 75-750-0.80 Zn 140,"Профнастил Н75 600, 0.8мм, оцинкованный, L- 6m",24.33.20.000.08.3.09.01-0083-000,"Профнастил оцинкованный С8-1150-0,7",м2
1913,1929,Профнастил оц. С 8 -1170-0.45 Zn,"Профлист С-8 (2000*1200*0,45)",24.33.20.000.08.3.09.01-0083-000,"Профнастил оцинкованный С8-1150-0,7",м2
1914,1930,Профнастил оц. С 8 -1170-0.45 Zn(срок поставки 5-7 раб дней ),Профнастил оц. С 8 -1170-0.45 Zn,24.33.20.000.08.3.09.01-0083-000,"Профнастил оцинкованный С8-1150-0,7",м2
1915,1931,Профнастил оц. С 8 -1170-0.45Zn,"Профлист С-8 (2000*1200*0,45)",24.33.20.000.08.3.09.01-0083-000,"Профнастил оцинкованный С8-1150-0,7",м2
1916,1932,"Профнастил С8 (0,45x1200x1150) оцинкованный",Профнастил оц. С 8 -1170-0.45 Zn,24.33.20.000.08.3.09.01-0083-000,"Профнастил оцинкованный С8-1150-0,7",м2
1917,1933,"Профнастил С8 0,45х1150(1200)х2000, оцинкованный","Профлист С-8 (2000*1200*0,45)",24.33.20.000.08.3.09.01-0083-000,"Профнастил оцинкованный С8-1150-0,7",м2
1918,1934,Тепловая пушка Master В 150 CED,Воздухонагреватель ВЕ 150 CED,28.21.13.129.91.21.18-021-000,"Пушки тепловые, тепловая мощность 26-44 кВт",шт
1919,1935,Тепловая пушка Master В 150 СЕD,Воздухонагреватель ВЕ 150 CED,28.21.13.129.91.21.18-021-000,"Пушки тепловые, тепловая мощность 26-44 кВт",шт
1920,1936,Ревизия НПВХ сер б/н Дн110 с крышкой в/к ТУ 6-49-33-92 Агригазполимер,РЕВИЗИЯ НПВХ СЕРАЯ ДН 110 Б/НАП В КОМПЛЕКТЕ С КРЫШКОЙ ТУ 6-49-33-92,22.21.21.123.24.3.05.12-0001-000,"Ревизия полипропиленовая с крышкой, номинальный внутренний диаметр 100 мм",шт
1921,1937,Ревизия с крышкой Stilte 110,Ревизия ПП DN110,22.21.21.123.24.3.05.12-0001-000,"Ревизия полипропиленовая с крышкой, номинальный внутренний диаметр 100 мм",шт
1922,1938,СИНИКОН Ревизия внутренняя d=110мм,РЕВИЗИЯ НПВХ СЕРАЯ ДН 110 Б/НАП В КОМПЛЕКТЕ С КРЫШКОЙ ТУ 6-49-33-92,22.21.21.123.24.3.05.12-0001-000,"Ревизия полипропиленовая с крышкой, номинальный внутренний диаметр 100 мм",шт
1923,1939,Ригель стальной SRZ L= 100см Rsh,Ригель стальной  SRZ L=1.00 ( KOLON KUSAGI SRZ 100),25.11.23.115.07.2.02.05-0051-000,Ригели стальные жестких поперечин контактной сети железнодорожного транспорта с освещением,кг
1924,1940,Розетка кабельная 16А 3Р+N+E IP 67  переносная 400 В,"Разъем переносной СЕЕ 380В, 16А, 5Р Гнездо",27.33.13.110.20.4.03.04-0001-000,"Розетки кабельные 2P+E, 16 А, IP44",100 шт
1925,1941,Рукав напорный ВГ 20-1.0,"Рукав напорный 20-1,0-ВГ",22.19.30.132.01.7.19.08-1100-000,"Рукав напорный из смеси синтетических каучуков армированный синтетическим текстилем для подачи строительных растворов, гипса и бетона, давление до 4 МПа (40 кгс/см2), внутренний диаметр 38 мм, наружный диаметр 54 мм",м
1926,1942,"Рукав пожарный напорный РПК(В)-Н/В-50-1,0-М-УХЛ1 (У1) с головка",шланг пожарный 50 мм,22.19.30.137.18.3.01.02-0031-000,"Рукав пожарный напорный с каркасом из химических или натуральных волокон для пожарных кранов без головок РПК-50-1,0",м
1927,1943,Дверные ручки для финских замков,Межкомнатные двери 900х2000,25.72.14.120.01.7.04.02-1000-000,"Ручка-завертка врезная стальная для окон и балконных дверей, с белым полимерным покрытием",шт
1928,1944,С100.35-11-1 В25/350 Свая,"Сваи, С100.35-11 ГОСТ 19804-2021. Серия 1.011.1-10 вып.1",23.61.12.115.05.1.05.16-0118-010,"Свая железобетонная С100.30-6.у, бетон В25, объем 0,91 м3, расход арматуры 50,00 кг",м3
1929,1945,С100-35-8-1 825(350) F150 W6 Свая,"Сваи, С100.35-8 B25, W6, F150 ГОСТ 19804-2021. Серии 1.011.1-10 вып.1",23.61.12.115.05.1.05.16-0118-010,"Свая железобетонная С100.30-6.у, бетон В25, объем 0,91 м3, расход арматуры 50,00 кг",м3
1930,1946,С100-35-8-1 В25(350) Р150 W6 Свая,"Сваи, С100.35-8 B25, W6, F150 ГОСТ 19804-2021. Серии 1.011.1-10 вып.1",23.61.12.115.05.1.05.16-0118-010,"Свая железобетонная С100.30-6.у, бетон В25, объем 0,91 м3, расход арматуры 50,00 кг",м3
1931,1947,Свая С100 30-8 1,"Сваи С100.30-8 B25, W6, F150",23.61.12.115.05.1.05.16-0118-010,"Свая железобетонная С100.30-6.у, бетон В25, объем 0,91 м3, расход арматуры 50,00 кг",м3
1932,1948,Свая С100.35-11.1,"Сваи, С100.35-11 ГОСТ 19804-2021. Серия 1.011.1-10 вып.1",23.61.12.115.05.1.05.16-0118-010,"Свая железобетонная С100.30-6.у, бетон В25, объем 0,91 м3, расход арматуры 50,00 кг",м3
1933,1949,С110.30-9-1 В20/250 свая,Сваи С110.30-9 ГОСТ 19804-2021. Серия 1.011.1-10 вып. 1,23.61.12.115.05.1.05.16-0121-005,"Свая железобетонная С110.30-10, бетон В20, объем 1,0 м3, расход арматуры 104,0 кг",м3
1934,1950,С110.35-11-1 В25/350 Свая,"Сваи, С110.35-11 ГОСТ 19804-2021. Серия 1.011.1-10 вып.1",23.61.12.115.05.1.05.16-0118-015,"Свая железобетонная С110.30-8.у, бетон В25, объем 1,0 м3, расход арматуры 68,70 кг",м3
1935,1951,С110-30-8 В25 F150 W6 Свая,"Сваи С110.30-8 в25, W6, F150",23.61.12.115.05.1.05.16-0118-015,"Свая железобетонная С110.30-8.у, бетон В25, объем 1,0 м3, расход арматуры 68,70 кг",м3
1936,1952,С110-35-8-1 В25(350) F150 W6 Свая,"Сваи С110.35-8 B25, W6, F150 ГОСТ 19804-2021. Серия 1.011.1-10 вып. 1",23.61.12.115.05.1.05.16-0118-015,"Свая железобетонная С110.30-8.у, бетон В25, объем 1,0 м3, расход арматуры 68,70 кг",м3
1937,1953,Сваи С110.30-9 В25 ЗАКАЗ,Сваи С110.30-9,23.61.12.115.05.1.05.16-0118-015,"Свая железобетонная С110.30-8.у, бетон В25, объем 1,0 м3, расход арматуры 68,70 кг",м3
1938,1954,Свая С110 30-9 1,Сваи С110.30-9,23.61.12.115.05.1.05.16-0118-015,"Свая железобетонная С110.30-8.у, бетон В25, объем 1,0 м3, расход арматуры 68,70 кг",м3
1939,1955,Свая С110 30-9.1,Сваи С110.30-9,23.61.12.115.05.1.05.16-0118-015,"Свая железобетонная С110.30-8.у, бетон В25, объем 1,0 м3, расход арматуры 68,70 кг",м3
1940,1956,Свая С110.30-8.1,"Сваи С110.35-8 B25, W6, F150 ГОСТ 19804-2021. Серия 1.011.1-10 вып. 1",23.61.12.115.05.1.05.16-0118-015,"Свая железобетонная С110.30-8.у, бетон В25, объем 1,0 м3, расход арматуры 68,70 кг",м3
1941,1957,Свая С110.30-9.1,Сваи С110.30-9,23.61.12.115.05.1.05.16-0118-015,"Свая железобетонная С110.30-8.у, бетон В25, объем 1,0 м3, расход арматуры 68,70 кг",м3
1942,1958,Свая С110.35-11.1,"Сваи, С110.35-11 ГОСТ 19804-2021. Серия 1.011.1-10 вып.1",23.61.12.115.05.1.05.16-0118-015,"Свая железобетонная С110.30-8.у, бетон В25, объем 1,0 м3, расход арматуры 68,70 кг",м3
1943,1959,С120.30-9-1 В20/250 Свая,Сваи С120.30-9  ГОСТ 19804-2021. Серия 1.011.1-10 вып. 1,23.61.12.115.05.1.05.16-0121-004,"Свая железобетонная С120.30-10, бетон В20, объем 1,09 м3, расход арматуры 112,7 кг",м3
1944,1960,С120.35-11-1 В25/350 Свая,"Сваи, С120.35-11 ГОСТ 19804-2021. Серия 1.011.1-10 вып.1",23.61.12.115.05.1.05.16-0118-013,"Свая железобетонная С120.30-8.у, бетон В25, объем 1,09 м3, расход арматуры 74,30 кг",м3
1945,1961,С120-30-8-1 825(350) F150 W6 Свая,"Сваи С120.30-8, В25W6F150",23.61.12.115.05.1.05.16-0118-013,"Свая железобетонная С120.30-8.у, бетон В25, объем 1,09 м3, расход арматуры 74,30 кг",м3
1946,1962,С120-30-8-1 В25(350) F150 W6 Свая,"Сваи, С120.30-8 B25, W6, F150",23.61.12.115.05.1.05.16-0118-013,"Свая железобетонная С120.30-8.у, бетон В25, объем 1,09 м3, расход арматуры 74,30 кг",м3
1947,1963,С120-35-8-1 В25/350 F150 W6 Свая,"Сваи, С120.35-8 B25, W6, F150 ГОСТ 19804-2021. Серия 1.011.1-10 вып.1",23.61.12.115.05.1.05.16-0118-013,"Свая железобетонная С120.30-8.у, бетон В25, объем 1,09 м3, расход арматуры 74,30 кг",м3
1948,1964,Свая С120 30-8 1,"Сваи С120.30-8 B25, W6, F150",23.61.12.115.05.1.05.16-0118-013,"Свая железобетонная С120.30-8.у, бетон В25, объем 1,09 м3, расход арматуры 74,30 кг",м3
1949,1965,Свая С120.30-8,"Сваи С120.30-8 B25, W6, F150 ГОСТ 19804-2021. Серия 1.011.1-10 вып. 1",23.61.12.115.05.1.05.16-0118-013,"Свая железобетонная С120.30-8.у, бетон В25, объем 1,09 м3, расход арматуры 74,30 кг",м3
1950,1966,Свая С120.30-8.1,"Сваи С120.30-8 B25, W6, F150 ГОСТ 19804-2021. Серия 1.011.1-10 вып. 1",23.61.12.115.05.1.05.16-0118-013,"Свая железобетонная С120.30-8.у, бетон В25, объем 1,09 м3, расход арматуры 74,30 кг",м3
1951,1967,Свая С120.30-9 1,Сваи С120.30-9,23.61.12.115.05.1.05.16-0118-013,"Свая железобетонная С120.30-8.у, бетон В25, объем 1,09 м3, расход арматуры 74,30 кг",м3
1952,1968,Свая С120.30-9.1,Сваи С120.30-9,23.61.12.115.05.1.05.16-0118-013,"Свая железобетонная С120.30-8.у, бетон В25, объем 1,09 м3, расход арматуры 74,30 кг",м3
1953,1969,Свая С120.35-11.1,"Сваи, С120.35-11 ГОСТ 19804-2021. Серия 1.011.1-10 вып.1",23.61.12.115.05.1.05.16-0118-013,"Свая железобетонная С120.30-8.у, бетон В25, объем 1,09 м3, расход арматуры 74,30 кг",м3
1954,1970,Свая С120.35-8.1,"Сваи, С120.35-8 B25, W6, F150",23.61.12.115.05.1.05.16-0118-013,"Свая железобетонная С120.30-8.у, бетон В25, объем 1,09 м3, расход арматуры 74,30 кг",м3
1955,1971,Свая С90.35-8.1,"Сваи, С90.35-8 B25, W6, F150",23.61.12.115.05.1.05.16-0118-006,"Свая железобетонная С90.30-5.у, бетон В25, объем 0,82 м3, расход арматуры 44,90 кг",м3
1956,1972,Сетка из стекловолокна 165 г/м 2 (50 м 2 ),Сетка стеклотканевая штукатурная ячейка 10х10 мм 1х50 м,23.14.12.110.01.8.01.06-0001-000,"Сетка из стекловолокна армирующая фасадная, размеры ячейки 4х4 мм, поверхностная плотность 165 г/м2",м2
1957,1973,Сетка сварная оцинкованная 50x50x4 мм,Сетка сварная оцинкованная 50x50x4 мм,25.93.13.112.08.1.02.17-0116-000,"Сетка стальная сварная из оцинкованной проволоки покрытой полимером, диаметр проволоки 1,8 мм, размер ячейки 50х50 мм",м2
1958,1974,U-образная профильная рейка 50x30x300 мм толщина металла 1.5 мм,Соединительная скоба-перемычка 288 DIN,25.11.23.119.01.7.15.10-0008-000,Скоба U-образная сдвоенная стальная (U-Twin) М10 для сборки габионных конструкций из панелей,шт
1959,1975,"MasterEmaco S 488 (мешок 25 кг). Безусадочная быстротвердеющая сухая бетонная смесь тиксотропного типа, содержащая полимерную фибру.",Смесь сухая ремонтная MasterEmaco S 488 PG (мешок 25кг.),23.64.10.110.04.3.02.04-0311-000,"Смеси сухие бетонные строительные ремонтные безусадочные быстротвердеющие, содержащие полимерную и гибкую хром-никелевую фибру тиксотропного типа",кг
1960,1976,КТтрон-3 Т500 (тиксотропный ремонтный состав),Смесь сухая Скрепа М500 ремонтная (мешок 25 кг),23.64.10.110.04.3.02.09-3264-000,"Смеси сухие быстротвердеющие безусадочные на цементной основе с содержанием полимерной фибры для ремонта бетонных, железобетонных и кирпичных конструкций, тиксотропного типа, температура применения от -10 до +7 °C, класс R3, В40 (М500), F500, W14, крупность заполнителя до 1 мм, расход 2,0 кг/м2 при толщине слоя 1 мм",кг
1961,1977,Гидроизоляционная добавка Пенетрон Адмикс (мешок 20кг),"Гидроизоляционная добавка Пенетрон Адмикс (мешок 20кг) ООО ""ГИДРОСТАР ПЛЮС""",23.64.10.110.04.3.02.09-0772-000,"Смеси сухие гидроизоляционные для водопритока (гидропломба), класс В15-В20 (М200-М250), быстрого твердения",кг
1962,1978,Шпаклевка гипсовая для заделки стыков гипсокартона Волма Шов 20кг,Шпаклевка КНАУФ-Фуген,23.64.10.110.04.3.02.05-1004-000,"Смеси сухие гипсовые клеевые кладочные для плит гипсовых пазогребневых и гипсокартонных листов, максимальный размер фракции до 0,2 мм",кг
1963,1979,ВОЛМА Сатин (20кг) шпаклевка гипсовая финишная для стен и потолков,Шпаклевка универсальная гипсовая Vetonit Saten+,23.64.10.110.04.3.02.05-1002-000,"Смеси сухие гипсовые шпатлевочные финишные с минеральными модифицирующими добавками для внутренних работ, толщина наносимого слоя 0,2-3 мм",кг
1964,1980,Шпаклевка гипсовая Ilmax 6410 старт+финиш (15кг),Шпаклевка гипсовая Kreisel 690 20кг,23.64.10.110.04.3.02.05-1002-000,"Смеси сухие гипсовые шпатлевочные финишные с минеральными модифицирующими добавками для внутренних работ, толщина наносимого слоя 0,2-3 мм",кг
1965,1981,Шпаклевка гипсовая Птах 6410 старт+финиш (15кг),Шпаклевка гипсовая Kreisel 690 20кг,23.64.10.110.04.3.02.05-1002-000,"Смеси сухие гипсовые шпатлевочные финишные с минеральными модифицирующими добавками для внутренних работ, толщина наносимого слоя 0,2-3 мм",кг
1966,1982,Шпаклевка гипсовая финишная Волма Финиш 20кг,ротбанд финиш шпаклевка гипсовая 25 кг,23.64.10.110.04.3.02.05-1002-000,"Смеси сухие гипсовые шпатлевочные финишные с минеральными модифицирующими добавками для внутренних работ, толщина наносимого слоя 0,2-3 мм",кг
1967,1983,"ОСНОВИТ ТЕХНО PG26/1 M Штукатурка гипсовая мшинного и ручного нанесения, 30 кг (50 меш/под)",гипсовая штукатурка weber.vetonit base gyps или аналог,23.64.10.110.04.3.02.05-0004-000,"Смеси сухие гипсовые штукатурные быстротвердеющие, класс В3,5 (М50), ручное нанесение",т
1968,1984,"Смесь сухая штукатурная «БАУБЕРГ Штукатурка гипсовая"" 30 кг",гипсовая штукатурка weber.vetonit base gyps или аналог,23.64.10.110.04.3.02.05-0004-000,"Смеси сухие гипсовые штукатурные быстротвердеющие, класс В3,5 (М50), ручное нанесение",т
1969,1985,Смесь сухая штукатурная гипсовая ручного нанесения БЫСТРОЙ ШГР-стандарт 30 кг,гипсовая штукатурка weber.vetonit base gyps или аналог,23.64.10.110.04.3.02.05-0004-000,"Смеси сухие гипсовые штукатурные быстротвердеющие, класс В3,5 (М50), ручное нанесение",т
1970,1986,"Штукатурка гипсовая, ручного нанесения ""AeroBlock"", 20 кг",гипсовая штукатурка weber.vetonit base gyps или аналог,23.64.10.110.04.3.02.05-0004-000,"Смеси сухие гипсовые штукатурные быстротвердеющие, класс В3,5 (М50), ручное нанесение",т
1971,1987,25100306 Штукатурка гипсовая KNAUF МР 75 (30кг) Машинная,гипсовая штукатурка weber.vetonit base gyps или аналог,23.64.10.110.04.3.02.05-0002-000,"Смеси сухие гипсовые штукатурные с легким заполнителем и полимерными добавками, класс В3,5 (М50)",кг
1972,1988,Гипсовая штукатурка Archin 50,гипсовая штукатурка weber.vetonit base gyps или аналог,23.64.10.110.04.3.02.05-0002-000,"Смеси сухие гипсовые штукатурные с легким заполнителем и полимерными добавками, класс В3,5 (М50)",кг
1973,1989,ДАУЕР Слайдер Интерьер 36W штукатурка гипсовая универсальная белая (30кг),гипсовая штукатурка weber.vetonit base gyps или аналог,23.64.10.110.04.3.02.05-0002-000,"Смеси сухие гипсовые штукатурные с легким заполнителем и полимерными добавками, класс В3,5 (М50)",кг
1974,1990,Пирамида МНК Штукатурка гипсовая/30 кг,гипсовая штукатурка weber.vetonit base gyps или аналог,23.64.10.110.04.3.02.05-0002-000,"Смеси сухие гипсовые штукатурные с легким заполнителем и полимерными добавками, класс В3,5 (М50)",кг
1975,1991,"Штукатурка гипсовая ""Класс"" Серая РН и МН De Luxe 30кг",гипсовая штукатурка weber.vetonit base gyps или аналог,23.64.10.110.04.3.02.05-0002-000,"Смеси сухие гипсовые штукатурные с легким заполнителем и полимерными добавками, класс В3,5 (М50)",кг
1976,1992,Штукатурка гипсовая KNAUF МР 75 (30кг) Машинная,гипсовая штукатурка weber.vetonit base gyps или аналог,23.64.10.110.04.3.02.05-0002-000,"Смеси сухие гипсовые штукатурные с легким заполнителем и полимерными добавками, класс В3,5 (М50)",кг
1977,1993,Штукатурка гипсовая Vetonit Профи Гипс усиленная 30 кг,гипсовая штукатурка weber.vetonit base gyps или аналог,23.64.10.110.04.3.02.05-0002-000,"Смеси сухие гипсовые штукатурные с легким заполнителем и полимерными добавками, класс В3,5 (М50)",кг
1978,1994,"ВЕТОНИТ Бэйс Гипс Штукатурка гипсовая базовая, белая (5-50 мм.) 30 кг",гипсовая штукатурка weber.vetonit base gyps или аналог,23.64.10.110.04.3.02.05-0008-000,"Смеси сухие гипсовые штукатурные с минеральными модифицирующими добавками, для внутренних работ, ручное нанесение, толщина наносимого слоя 5-50 мм, содержание гипсового вяжущего марки не ниже Г5 более 80 %",кг
1979,1995,Цементная штукатурка Archin 21,"цементно-песчаная, влагостойкая штукатурка Weber.Vetonit TT или аналог",23.64.10.110.04.3.02.09-1014-000,"Смеси сухие для декоративной штукатурки фасадов, на цементном вяжущем с модифицирующими добавками, с бороздчатой структурой",кг
1980,1996,"Ремонтная смесь для бетона Ceresit CN 83, 25 кг (48шт/пал)",Смесь сухая Скрепа М500 ремонтная (мешок 25 кг),23.64.10.110.04.3.02.01-0201-000,"Смеси сухие наливные на цементной основе для устройства финишного покрытия промышленных полов, толщина слоя от 5 до 12 мм, класс В40 (М550), быстротвердеющие, безусадочные",кг
1981,1997,"Кладочный раствор для облицовочного кирпича, цвет серый, Квик-Микс(Россия), 25 кг/меш.",Кладочный раствор для лицевого кирпича Quick Mix  ЗИМНИЙ  до -10°C - цвет серый,23.64.10.110.04.3.02.13-0105-000,"Смеси сухие цементно-песчаные монтажно-кладочные, крупность заполнителя не более 3,5 мм, класс В15 (М200), F100",т
1982,1998,"Цветной кладочный раствор ""Landhausmortel"", серый 25 кг",Кладочный раствор для лицевого кирпича Quick Mix  ЗИМНИЙ  до -10°C - цвет серый,23.64.10.110.04.3.02.13-0105-000,"Смеси сухие цементно-песчаные монтажно-кладочные, крупность заполнителя не более 3,5 мм, класс В15 (М200), F100",т
1983,1999,KLESTER ZM-52 Клей для плитки для наружных и внутренних работ_(25 кг),плиточный клей,23.64.10.110.04.3.02.13-0104-000,"Смеси сухие цементно-песчаные штукатурные гидроизоляционные с полимерными добавками для внутренних и наружных работ, ручного и механизированного нанесения, класс В12,5 (М150)",т
1984,2000,"Клей для плитки, для внутренних и наружных работ ""AeroBlock"", 25 кг",Клей для плитки для наружных и внутренних работ_(25 кг),23.64.10.110.04.3.02.13-0104-000,"Смеси сухие цементно-песчаные штукатурные гидроизоляционные с полимерными добавками для внутренних и наружных работ, ручного и механизированного нанесения, класс В12,5 (М150)",т
1985,2001,Шпатлевка полимерная Archin 3,шпаклевка универсальная гипсовая Weber.Vetonit LR+ или аналог,20.30.22.120.14.5.11.03-0001-000,"Смеси сухие шпатлевочные на основе высокопрочного гипса с полимерными добавками, крупность заполнителя не более 0,15 мм, прочность на изгиб 2,7 МПа",кг
1986,2002,"Смеситель для умывальника, Consul 4930","Смеситель Root Round для раковины-чаши, хром A42707EXP Vitra",28.14.12.110.18.1.10.10-0015-000,"Смеситель общий для ванны и умывальника, двухрукояточный, раздельный, настенный, с душевой сеткой на гибком шланге, с держателем душевой лейки, излив с развальцованным носиком, вынос излива 320 мм, диаметр излива 16 мм",компл
1987,2003,"Соединение разборное ППР 20 х 1/2"" РВ америк. серый","20x1/2"" Муфта полипропиленовая комбинированная  разъемная с внутренней резьбой (PP-R)",24.44.26.130.23.8.01.13-0001-000,"Соединения универсальные разъемные с накидной гайкой, прямые, с внутренней и наружной резьбой, размер 1 1/2""",10 шт
1988,2004,Соединитель полосы крестовой,"Крестовой соединитель DIN для плоских проводников, с промежуточной пластиной 5314623 ""ОБО Беттерманн"", Липецк",27.33.13.120.20.1.02.15-0018-000,"Соединители стальные крестовые, проволока-полоса, ширина 10 мм, высота 10 мм",100 шт
1989,2005,"Грунт-эмаль акриловая по металлу и бетону RAL 1015 (20 кг) ФАРБЕН ПРОФ, ,",краска алкидная tikurilla temalac фд 20 ТСН ПОЛУМАТОВАЯ RAL 1015,20.30.12.130.14.4.01.21-0409-000,"Состав (грунт-эмаль) однокомпонентный полиуретановый карбонизированный антикоррозионный для металлических изделий и конструкций, гидрофобный, температура эксплуатации от -50 до +150 °C, прочность сцепления с металлом более 2,5 МПа, условная вязкость не менее 90 с, сухой остаток 52 %, характеристики при температуре 20 °C: плотность 1,0 г/см3",кг
1990,2006,"Грунт-эмаль акриловая по металлу и бетону RAL 5005 (20 кг) ФАРБЕН ПРОФ , , шт",краска алкидная tikurilla temalac фд 20 ТСН ПОЛУМАТОВАЯ RAL 5005,20.30.12.130.14.4.01.21-0409-000,"Состав (грунт-эмаль) однокомпонентный полиуретановый карбонизированный антикоррозионный для металлических изделий и конструкций, гидрофобный, температура эксплуатации от -50 до +150 °C, прочность сцепления с металлом более 2,5 МПа, условная вязкость не менее 90 с, сухой остаток 52 %, характеристики при температуре 20 °C: плотность 1,0 г/см3",кг
1991,2007,Клей огнезащитный состав ОЗП-01 (25 кг),EI60 с клеевым огнезащитным составом Kleber 5 мм PRO-МБОР-VENT-5 BOS,20.30.11.130.14.2.02.11-1004-000,Состав огнезащитный вспучивающийся на водной основе с органическими и неорганическими наполнителями для защиты кабелей и в системе уплотнения швов,т
1992,2008,"Огнезащитный состав ""ОГНЕТ""",EI60 с клеевым огнезащитным составом Kleber 5 мм PRO-МБОР-VENT-5 BOS,20.30.11.130.14.2.02.11-1004-000,Состав огнезащитный вспучивающийся на водной основе с органическими и неорганическими наполнителями для защиты кабелей и в системе уплотнения швов,т
1993,2009,"Плоский лист 1,25 м 0,50 мм оцинкованный Zn 100 Россия","рулон оцинкованного листа (0,50 мм *125 см)",24.10.51.000.08.3.05.05-1506-000,"Сталь листовая оцинкованная с полимерным покрытием (металлопласт), толщина 0,50 мм, ширина 1250 мм",м2
1994,2010,"Плоский лист 1,25 м 0,70 мм оцинкованный Zn180 Россия","рулон оцинкованного листа (0,70 мм *125 см)",24.10.51.000.08.3.05.05-1512-000,"Сталь листовая оцинкованная с полимерным покрытием (металлопласт), толщина 0,70 мм, ширина 1250 мм",м2
1995,2011,"рулон оцинкованного листа 0,50 мм *1250 цинк 100 . Срок поставки 3-6 недель","рулон оцинкованного листа (0,50 мм *125 см)",24.10.51.000.08.3.05.05-0081-000,"Сталь оцинкованная с полимерным покрытием в рулонах, класс цинкового покрытия 120-140, толщина 0,5 мм",т
1996,2012,"рулон оцинкованного листа 0,50 мм *1250 цинк 100. Срок поставки 3-6 недель","рулон оцинкованного листа (0,50 мм *125 см)",24.10.51.000.08.3.05.05-0081-000,"Сталь оцинкованная с полимерным покрытием в рулонах, класс цинкового покрытия 120-140, толщина 0,5 мм",т
1997,2013,"рулон оцинкованного листа 0,70 мм *1250 цинк 100 . Срок поставки 3-6 недель","рулон оцинкованного листа (0,70 мм *125 см)",24.10.51.000.08.3.05.05-0081-000,"Сталь оцинкованная с полимерным покрытием в рулонах, класс цинкового покрытия 120-140, толщина 0,5 мм",т
1998,2014,"рулон оцинкованного листа 0,70 мм *1250 цинк 100. Срок поставки 3-6 недель","рулон оцинкованного листа (0,70 мм *125 см)",24.10.51.000.08.3.05.05-0081-000,"Сталь оцинкованная с полимерным покрытием в рулонах, класс цинкового покрытия 120-140, толщина 0,5 мм",т
1999,2015,"рулон оцинкованного листа 0,90 мм *1250 цинк 100 . Срок поставки 3-6 недель","рулон оцинкованного листа (0,90 мм *125 см)",24.10.51.000.08.3.05.05-0081-000,"Сталь оцинкованная с полимерным покрытием в рулонах, класс цинкового покрытия 120-140, толщина 0,5 мм",т
2000,2016,"рулон оцинкованного листа 0,90 мм *1250 цинк 100. Срок поставки 3-6 недель","рулон оцинкованного листа (0,90 мм *125 см)",24.10.51.000.08.3.05.05-0081-000,"Сталь оцинкованная с полимерным покрытием в рулонах, класс цинкового покрытия 120-140, толщина 0,5 мм",т
2001,2017,"Стержень заземления безмуфтовый 20 мм х 1500 мм, оцинк","Стержень заземления omex, длина 1,5 м, диаметр 20 мм, оцинкованный 219 20 OMEX FT",25.94.11.190.20.1.02.16-0012-000,"Стержень алюминиевый, молниеприемный с резьбой М16, диаметр 16/10 мм, длина 1500 мм",шт
2002,2018,Дизельное топливо,Дизельное топливо,19.20.21.300.01.3.01.08-0001-000,Топливо дизельное,т
2003,2019,Дизельное топливо Евро,ДТ-Сорт-С- Евро К5 зимня,19.20.21.300.01.3.01.08-0001-000,Топливо дизельное,т
2004,2020,ПЭ тройник 50х32х50,Тройник компрессионная ПЭ переходной Дн 50х32 Ру16,22.21.29.130.24.3.05.15-0158-000,"Тройник полипропиленовый переходной, номинальный наружный диаметр 50х32х50 мм",шт
2005,2021,Тройник 15 чугун оцинк вн.вн.вн. резьба 130,"Тройник прямой из ковкого чугуна с цилиндрической резьбой и цинковым покрытием, Ду=15 мм",24.51.30.000.23.8.05.12-0131-000,"Тройник прямой из ковкого чугуна с цилиндрической резьбой, номинальный диаметр 15 мм",шт
2006,2022,Тройник SML 50х50х45 чугун,Чугунный Тройник Ø50x50 - 45° SML,24.20.40.000.23.8.04.12-0015-000,"Тройник прямой чугунный, диаметр 50 мм",шт
2007,2023,NTAN 60x40 Тройник/отвод DKC 01755,NTAN 60x40 Тройник/отвод 01755 ДКС,27.33.14.000.20.2.05.08-0001-000,Тройники для короба 60х40 мм,100 шт
2008,2024,"Тройник NTAN, 60x40 01755 (DKC)",NTAN 60x40 Тройник/отвод 01755 ДКС,27.33.14.000.20.2.05.08-0001-000,Тройники для короба 60х40 мм,100 шт
2009,2025,Тройник/отвод для кабель-канала NTAN 60x40 DKC 01755,NTAN 60x40 Тройник/отвод 01755 ДКС,27.33.14.000.20.2.05.08-0001-000,Тройники для короба 60х40 мм,100 шт
2010,2026,"Труба канализационная наружная SN4 d=110х3,4х500мм","Трубы из полипропилена для наружной канализации SN4 раструбные, Д=110 мм L=0,5m",22.21.21.123.24.3.01.04-0010-000,"Труба НПВХ для систем наружного водоотведения с раструбом и резиновым уплотнительным кольцом, кольцевая жесткость SN4, номинальный диаметр 110 мм, толщина 2,2 мм, длина 500 мм",шт
